City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,yetkul',54.8221,61.588,20.01,75,37,3.73,RU,1690484864
289,viedma,-40.8135,-62.9967,7.27,58,100,3.97,AR,1690484864
290,blenheim,-41.516,173.9528,3.1,85,48,2.59,NZ,1690484866
291,miles city,46.4083,-105.8406,31.54,20,0,2.57,US,1690484720
292,bucerias,20.75,-105.3333,33.88,66,40,3.09,MX,1690484787
293,tidjikja,18.5564,-11.4271,40.62,8,29,4.5,MR,1690484867
294,xai-xai,-25.0519,33.6442,17.77,63,0,3.59,MZ,1690484868
295,wilhelmsburg,48.1057,15.6054,20.38,56,100,1.95,AT,1690484868
296,sisimiut,66.9395,-53.6735,7.85,77,99,1.56,GL,1690484869
297,mejit,10.2753,170.8646,28.27,80,93,9.62,MH,1690484869
298,aberglasslyn,-32.7,151.5333,12.39,80,0,2.17,AU,1690484870
299,daru,-9.0763,143.2092,24.87,82,75,7.26,PG,1690484870
300,ciudad constitucion,25.0369,-111.6644,34.95,27,55,3.34,MX,1690484870
301,isanlu-itedoijowa,8.2667,5.8333,24.22,90,100,1.47,NG,1690484871
302,kudahuvadhoo,2.6708,72.8944,28.3,70,68,2.46,MV,1690484871
303,pionerskiy,54.9508,20.2275,16.91,66,10,1.67,RU,1690484871
304,kavaratti,10.5669,72.642,28.39,77,100,7.17,IN,1690484872
305,oral,51.2333,51.3667,23.99,69,0,1.0,KZ,1690484861
306,parry sound,45.3501,-80.033,27.03,61,8,5.81,CA,1690484704
307,tsiombe,-25.3,45.4833,18.53,63,0,6.1,MG,1690484872
308,ha tinh,18.3333,105.9,27.71,80,100,2.06,VN,1690484873
309,nishinoomote,30.7333,131.0,27.57,85,95,4.36,JP,1690484873
310,vilyuchinsk,52.9306,158.4028,11.15,93,100,0.89,RU,1690484878
311,ingeniero guillermo n. juarez,-23.9,-61.85,19.6,63,100,2.34,AR,1690484879
312,siloam springs,36.1881,-94.5405,35.79,55,0,6.17,US,1690484879
313,la'ie,21.6477,-157.9253,28.98,71,28,6.04,US,1690484880
314,mount gambier,-37.8333,140.7667,10.69,98,50,3.52,AU,1690484880
315,kuching,1.55,110.3333,26.66,89,20,1.54,MY,1690484591
316,nova sintra,14.8667,-24.7167,22.61,83,26,6.93,CV,1690484881
317,balykchy,42.4557,76.1861,20.24,49,96,1.58,KG,1690484881
318,bamboo flat,11.7,92.7167,28.05,89,40,3.09,IN,1690484882
319,miquelon,47.0975,-56.3814,19.0,93,100,5.92,PM,1690484736
320,kapuskasing,49.4169,-82.4331,23.58,65,100,4.02,CA,1690484883
321,nuuk,64.1835,-51.7216,11.34,66,75,5.14,GL,1690484883
322,grande prairie,55.1667,-118.8027,12.62,96,100,2.41,CA,1690484884
323,antakya,36.2066,36.1572,28.9,66,0,2.89,TR,1690484675
324,dunedin,-45.8742,170.5036,5.45,80,100,2.96,NZ,1690484884
325,tralee,52.2704,-9.7026,15.74,84,100,2.7,IE,1690484884
326,i-n-salah,27.1935,2.4607,42.09,8,1,2.2,DZ,1690484885
327,thames,-37.1333,175.5333,4.58,92,8,2.08,NZ,1690484886
328,new norfolk,-42.7826,147.0587,13.84,83,99,2.82,AU,1690484886
329,adrar,20.5022,-10.0711,40.47,7,13,6.33,MR,1690484886
330,tughyl,47.7252,84.2063,22.37,50,9,3.58,KZ,1690484887
331,mahina,-17.5065,-149.489,26.87,78,20,1.54,PF,1690484887
332,aswan,24.0934,32.907,37.16,13,0,5.35,EG,1690484887
333,port saint john's,-31.6229,29.5448,16.49,87,0,1.46,ZA,1690484888
334,xining,36.6167,101.7667,12.01,86,0,1.19,CN,1690484889
335,waddan,29.1614,16.139,34.26,29,0,8.1,LY,1690484890
336,susuman,62.7833,148.1667,6.72,91,100,1.18,RU,1690484891
337,kutum,14.2,24.6667,23.63,59,99,4.13,SD,1690484891
338,colonia,50.9333,6.95,19.21,90,100,1.03,DE,1690484798
339,la ronge,55.1001,-105.2842,11.91,90,100,1.68,CA,1690484892
340,vysokiy,58.35,60.05,18.53,78,96,2.5,RU,1690484892
341,oodweyne,9.4092,45.064,26.28,42,27,8.42,SO,1690484893
342,rongelap,11.1635,166.8941,28.06,82,100,8.55,MH,1690484893
343,ar rutbah,33.0381,40.2848,33.95,10,0,3.84,IQ,1690484894
344,al jawf,29.5,38.75,33.51,14,5,4.3,SA,1690484895
345,dompu,-8.5356,118.4622,20.8,94,34,1.61,ID,1690484895
346,planadas,3.197,-75.6451,27.84,60,59,1.49,CO,1690484895
347,pudozh,61.8099,36.5345,15.01,87,100,0.21,RU,1690484896
348,kemer,36.5978,30.5606,28.81,62,0,2.74,TR,1690484896
349,letlhakane,-21.4167,25.5833,17.32,38,0,0.29,BW,1690484902
350,itoman,26.1247,127.6694,28.43,86,20,5.66,JP,1690484902
351,cozumel,20.5083,-86.9458,33.04,71,40,7.2,MX,1690484665
352,lazaro cardenas,17.9583,-102.2,32.89,52,94,3.06,MX,1690484903
353,funafuti,-8.5243,179.1942,27.0,94,75,5.14,TV,1690484873
354,piti village,13.4626,144.6933,27.49,86,40,3.6,GU,1690484903
355,moron,-34.6534,-58.6198,13.3,66,100,9.39,AR,1690484904
356,benguela,-12.5763,13.4055,19.95,86,46,1.91,AO,1690484904
357,kingston,17.997,-76.7936,32.91,61,20,11.83,JM,1690484621
358,carnarvon,-24.8667,113.6333,15.62,67,0,7.35,AU,1690484905
359,lodja,-3.4833,23.4333,25.23,29,0,0.21,CD,1690484905
360,newman,37.3138,-121.0208,34.58,16,0,0.55,US,1690484905
361,parung,-6.4214,106.7331,26.98,76,99,1.04,ID,1690484906
362,sinabang,2.4803,96.3801,26.48,82,48,1.62,ID,1690484906
363,znamenskoye,57.1281,73.8282,14.03,94,37,1.58,RU,1690484906
364,cabo san lucas,22.8909,-109.9124,35.1,58,0,4.12,MX,1690484741
365,minamata,32.2167,130.4,25.4,91,100,1.71,JP,1690484907
366,qui nhon,13.7667,109.2333,28.28,73,100,6.02,VN,1690484907
367,sinjai,-5.1241,120.253,24.6,80,78,1.82,ID,1690484907
368,lubao,14.9167,120.55,29.04,89,100,5.63,PH,1690484907
369,mount pearl,47.5166,-52.7813,26.36,70,100,5.36,CA,1690484908
370,watsa,3.0372,29.5355,18.61,95,96,0.87,CD,1690484908
371,floro,61.5996,5.0328,17.98,63,20,3.09,NO,1690484909
372,fortaleza,-3.7227,-38.5247,29.07,65,20,9.77,BR,1690484645
373,pogradec,40.9025,20.6525,18.0,65,0,2.54,AL,1690484909
374,ancud,-41.8697,-73.8203,10.94,90,99,4.31,CL,1690484909
375,arrifes,37.7667,-25.7,22.14,94,75,8.75,PT,1690484909
376,banes,20.9625,-75.7186,31.27,63,31,7.41,CU,1690484776
377,laascaanood,8.4774,47.3597,27.45,41,84,11.39,SO,1690484910
378,wanning,18.8003,110.3967,27.68,84,100,2.87,CN,1690484910
379,chamrajnagar,11.9167,76.95,21.37,80,26,4.87,IN,1690484910
380,araripe,-7.2125,-40.0461,30.74,25,0,3.66,BR,1690484910
381,iquique,-20.2208,-70.1431,20.02,69,0,1.93,CL,1690484756
382,obihiro,42.9172,143.2044,21.44,88,80,2.11,JP,1690484805
383,howard springs,-12.497,131.047,21.95,67,0,1.23,AU,1690484911
384,oke mesi,7.8167,4.9167,22.32,97,88,1.75,NG,1690484895
385,udachny,66.4167,112.4,16.36,54,100,1.34,RU,1690484911
386,leava,-14.3,-178.1667,26.43,76,99,5.5,WF,1690484911
387,shingu,33.7333,135.9833,24.95,88,18,1.72,JP,1690484911
388,sultanah,24.4926,39.5857,39.25,8,0,3.6,SA,1690484911
389,dawei,14.0833,98.2,25.2,92,100,1.44,MM,1690484912
390,san patricio,28.017,-97.5169,37.31,34,5,7.46,US,1690484912
391,three points,32.0767,-111.3137,40.44,22,52,3.48,US,1690484912
392,hasaki,35.7333,140.8333,25.73,84,25,4.36,JP,1690484912
393,vila franca do campo,37.7167,-25.4333,23.23,83,20,5.4,PT,1690484912
394,akureyri,65.6835,-18.0878,10.7,79,100,2.07,IS,1690484912
395,pingliang,35.5392,106.6861,17.88,92,100,2.8,CN,1690484883
396,kalmunai,7.4167,81.8167,27.53,76,1,1.64,LK,1690484913
397,san ignacio de velasco,-16.3667,-60.95,32.33,30,95,2.44,BO,1690484913
398,el porvenir,13.7617,-87.3458,33.63,30,99,1.42,HN,1690484913
399,fortuna,40.5982,-124.1573,19.96,75,20,6.17,US,1690484913
400,shetpe,44.1667,52.1167,28.61,31,0,2.58,KZ,1690484913
401,el calafate,-50.3408,-72.2768,-2.11,74,7,0.68,AR,1690484865
402,saint-philippe,-21.3585,55.7679,19.77,73,56,4.0,RE,1690484914
403,gaiman,-43.2897,-65.4929,8.84,54,11,3.92,AR,1690484914
404,kenai,60.5544,-151.2583,15.64,87,0,3.09,US,1690484914
405,champerico,14.3,-91.9167,35.3,63,69,3.08,GT,1690484915
406,senatobia,34.6176,-89.9687,34.36,31,2,4.19,US,1690484915
407,kidal,18.4411,1.4078,38.83,7,19,4.65,ML,1690484915
408,puerto ayacucho,5.6639,-67.6236,29.97,74,94,2.17,VE,1690484915
409,mala,-12.6581,-76.6308,22.09,67,11,4.31,PE,1690484915
410,ilha de mocambique,-15.0342,40.7358,23.31,73,0,5.0,MZ,1690484916
411,taroudant,30.4703,-8.877,26.72,45,0,5.96,MA,1690484889
412,miyazaki,31.9111,131.4239,25.14,92,100,1.14,JP,1690484916
413,fort bragg,35.139,-79.006,36.32,49,20,3.09,US,1690484863
414,freeport,40.6576,-73.5832,35.17,70,0,8.75,US,1690484635
415,larne,54.85,-5.8167,19.42,95,100,1.99,GB,1690484916
416,saint joseph,39.7686,-94.8466,30.21,74,0,2.57,US,1690484917
417,kincardine,56.0667,-3.7167,18.15,95,100,1.17,GB,1690484917
418,baniachang,24.5167,91.3667,26.1,93,100,2.81,BD,1690484917
419,farafangana,-22.8167,47.8333,19.6,74,100,1.78,MG,1690484917
420,nelson bay,-32.7167,152.15,10.56,97,0,1.34,AU,1690484917
421,sarkand,45.41,79.9186,23.98,36,100,3.82,KZ,1690484917
422,antofagasta,-23.65,-70.4,17.83,74,68,2.93,CL,1690484917
423,lower hutt,-41.2167,174.9167,8.95,93,75,16.98,NZ,1690484918
424,aasiaat,68.7098,-52.8699,3.59,88,98,1.98,GL,1690484918
425,korla,41.7597,86.1469,31.59,22,3,2.69,CN,1690484918
426,mil'kovo,55.6078,37.7956,22.27,84,89,4.72,RU,1690484918
427,xique xique,-10.8217,-42.7311,31.26,38,23,4.5,BR,1690484918
428,coahuayana de hidalgo,18.7,-103.6583,29.87,65,93,1.56,MX,1690484918
429,calvinia,-31.4707,19.776,11.69,43,0,3.33,ZA,1690484919
430,tejen,37.3834,60.5054,32.89,33,3,7.97,TM,1690484919
431,linevo,54.4589,83.3764,15.79,84,72,1.36,RU,1690484919
432,markovo,57.3206,107.0881,16.39,97,100,1.16,RU,1690484919
433,nacozari viejo,30.4,-109.65,32.02,38,1,1.69,MX,1690484919
434,igarka,67.4667,86.5833,19.6,66,100,3.75,RU,1690484920
435,maralal,1.0968,36.698,17.74,64,78,2.27,KE,1690484920
436,tecate,32.5667,-116.6333,40.0,21,36,3.74,MX,1690484920
437,kamina,-8.7386,24.9906,19.07,32,94,1.88,CD,1690484920
438,asosa,10.0667,34.5333,15.91,88,97,1.33,ET,1690484920
439,corner brook,48.9667,-57.9484,19.14,95,100,4.09,CA,1690484920
440,pangody,65.85,74.4859,19.0,80,75,3.23,RU,1690484921
441,blagodatnoye,45.3997,42.5867,26.51,45,0,5.09,RU,1690484921
442,diamond creek,-37.6667,145.15,12.22,88,100,0.45,AU,1690484921
443,weno,7.4515,151.8468,27.74,78,99,5.63,FM,1690484921
444,buenaventura,3.8801,-77.0312,29.37,76,79,2.88,CO,1690484926
445,paranagua,-25.52,-48.5092,18.9,93,100,1.55,BR,1690484927
446,minas de marcona,-15.2119,-75.1103,17.48,60,0,7.13,PE,1690484927
447,ugoofaaru,5.6667,73.0,28.36,71,84,1.48,MV,1690484927
448,dossor,47.5272,52.9811,32.1,26,0,4.17,KZ,1690484928
449,qarauyl,48.9451,79.255,20.21,69,100,3.21,KZ,1690484929
450,beja,36.7256,9.1817,29.59,34,6,3.75,TN,1690484929
451,diamantina,-18.2494,-43.6003,20.64,51,99,3.36,BR,1690484837
452,sabha,27.0377,14.4283,36.39,10,0,4.35,LY,1690484929
453,pierre,44.3683,-100.351,36.51,32,0,5.14,US,1690484735
454,midvagur,62.0511,-7.1939,12.46,76,100,7.2,FO,1690484929
455,ewo,-0.8725,14.8206,29.94,49,87,2.61,CG,1690484930
456,hannibal,39.7084,-91.3585,37.51,41,40,1.54,US,1690484930
457,sao caetano de odivelas,-0.75,-48.02,27.35,80,93,4.25,BR,1690484930
458,brisas de zicatela,15.8369,-97.0419,33.29,58,20,2.57,MX,1690484930
459,nueva gerona,21.8833,-82.8,31.56,63,21,4.95,CU,1690484930
460,kirakira,-10.4544,161.9205,26.07,88,83,6.24,SB,1690484930
461,yemva,62.59,50.8594,14.97,96,72,4.59,RU,1690484936
462,balsas,-7.5325,-46.0356,36.58,19,5,2.87,BR,1690484936
463,broome,42.2506,-75.833,28.27,84,75,2.57,US,1690484936
464,albina,5.5,-54.05,28.7,73,100,1.93,SR,1690484936
465,brandon,27.9378,-82.2859,32.86,76,0,3.09,US,1690484758
466,ballycastle,55.2044,-6.243,15.86,92,100,1.54,GB,1690484936
467,lata,40.1629,-8.3327,20.6,66,0,3.83,PT,1690484936
468,palikir - national government center,6.9248,158.1611,23.41,100,75,1.03,FM,1690484768
469,almeria,37.1667,-2.3333,26.91,56,0,1.57,ES,1690484937
470,puloypuloy,6.6352,124.096,25.93,82,100,1.72,PH,1690484937
471,pasuquin,18.3328,120.6177,24.97,100,75,2.06,PH,1690484937
472,bandarbeyla,9.4942,50.8122,23.61,84,49,13.64,SO,1690484937
473,katsuren-haebaru,26.3369,127.8719,28.43,86,75,6.17,JP,1690484937
474,ust'-ilimsk,58.0006,102.6619,18.08,82,100,1.17,RU,1690484937
475,coro,11.4045,-69.6734,32.4,58,83,7.67,VE,1690484937
476,sars,56.5502,57.1366,17.68,94,66,2.75,RU,1690484938
477,nar'yan-mar,67.6713,53.087,17.44,76,100,2.2,RU,1690484938
478,rio grande,-32.035,-52.0986,15.06,69,100,2.34,BR,1690484938
479,yichang,30.7144,111.2847,24.7,91,27,1.88,CN,1690484938
480,totskoye,52.5248,52.7623,22.12,73,5,2.02,RU,1690484938
481,plouzane,48.3833,-4.6167,18.18,97,100,4.12,FR,1690484938
482,metlaoui,34.3208,8.4016,32.91,36,0,3.91,TN,1690484938
483,vernon,50.2581,-119.2691,25.52,29,99,0.45,CA,1690484939
484,mandan,46.8267,-100.8896,32.99,35,0,4.63,US,1690484939
485,masterton,-40.9597,175.6575,4.94,95,100,4.81,NZ,1690484939
486,princeville,45.7668,-61.2985,29.78,72,100,4.37,CA,1690484939
487,mokhotlong,-29.2894,29.0675,6.9,57,0,2.04,LS,1690484939
488,sao vicente,-23.9631,-46.3919,23.48,26,85,0.89,BR,1690484939
489,inari,68.906,27.0288,17.11,77,75,0.86,FI,1690484940
490,quebradillas,18.4738,-66.9385,31.86,81,97,4.92,PR,1690484940
491,china,25.7,-99.2333,38.36,23,0,7.51,MX,1690484940
492,kingsford,-33.924,151.2275,13.21,76,0,2.06,AU,1690484940
493,bardai,11.65,7.2333,24.1,74,98,3.77,NG,1690484940
494,luanda,-8.8368,13.2343,22.0,83,75,3.6,AO,1690484767
495,port hedland,-20.3167,118.5667,15.03,63,38,3.09,AU,1690484941
496,san gabriel,34.0961,-118.1058,40.82,41,0,1.54,US,1690484941
497,lufilufi,-13.8745,-171.5986,26.41,72,70,6.93,WS,1690484941
498,rzhyshchiv,49.9689,31.0463,14.6,84,100,5.76,UA,1690484941
499,sainte-menehould,49.0833,4.9,19.94,82,100,0.81,FR,1690484945
500,derzhavinsk,51.1,66.3167,21.98,53,42,1.1,KZ,1690484946
501,irati,-25.4672,-50.6511,22.98,58,100,1.07,BR,1690484771
502,richards bay,-28.783,32.0377,18.55,88,0,2.08,ZA,1690484946
503,xiva,41.3783,60.3639,29.99,33,44,2.9,UZ,1690484946
504,wamba,8.9333,8.6,24.2,89,100,1.19,NG,1690484946
505,independencia,-5.3964,-40.3086,34.32,22,0,3.7,BR,1690484947
506,quellon,-43.1167,-73.6167,10.14,93,100,5.66,CL,1690484947
507,mitu,1.1983,-70.1733,31.61,54,99,1.73,CO,1690484949
508,mananara,-16.1667,49.7667,18.42,91,49,2.66,MG,1690484949
509,vallenar,-28.5708,-70.7581,23.38,40,0,3.13,CL,1690484949
510,plast,54.3691,60.8136,20.58,64,59,3.43,RU,1690484950
511,nuevo laredo,27.4763,-99.5164,38.15,34,20,8.75,MX,1690484950
512,salalah,17.0151,54.0924,26.05,89,100,2.57,OM,1690484850
513,toliara,-23.35,43.6667,19.02,67,0,1.42,MG,1690484950
514,villa gesell,-37.2639,-56.973,9.47,77,100,3.19,AR,1690484950
515,villa berthet,-27.2917,-60.4126,16.89,48,100,2.29,AR,1690484951
516,tarabha,20.7333,83.65,26.86,90,100,1.77,IN,1690484951
517,ascension,30.2169,-90.9001,36.14,45,40,3.6,US,1690484951
518,bardsir,29.9227,56.5743,26.77,34,28,1.08,IR,1690484952
519,taltal,-25.4,-70.4833,17.9,74,100,2.5,CL,1690484952
520,la rinconada,37.4873,-5.9826,28.87,49,0,4.63,ES,1690484952
521,parauapebas,-6.0675,-49.9022,34.99,31,20,1.03,BR,1690484952
522,otse,-25.0167,25.7333,14.15,48,5,1.47,BW,1690484953
523,dailekh,28.8333,81.6667,22.41,93,100,1.01,NP,1690484953
524,zhezqazghan,47.7833,67.7667,25.64,35,0,5.26,KZ,1690484953
525,robore,-18.3333,-59.75,32.4,32,2,2.24,BO,1690484953
526,ozieri,40.586,9.0012,19.67,61,0,1.15,IT,1690484954
527,muntok,-2.0667,105.1833,25.52,87,19,3.55,ID,1690484954
528,kayyerkan,69.3786,87.7439,20.72,72,42,1.35,RU,1690484954
529,usinsk,65.9939,57.5281,15.54,91,97,4.49,RU,1690484954
530,kismayo,-0.3582,42.5454,24.71,82,69,6.61,SO,1690484955
531,deniliquin,-35.5333,144.9667,12.44,75,100,5.0,AU,1690484955
532,lubango,-14.9172,13.4925,15.32,53,4,1.84,AO,1690484849
533,vimmerby,57.6659,15.8552,12.64,93,99,3.08,SE,1690484955
534,solnechnyy,50.7214,136.6319,19.15,83,100,1.43,RU,1690484956
535,chakia,26.4167,85.05,30.18,71,100,4.33,IN,1690484956
536,capim grosso,-11.3811,-40.0128,21.84,72,100,4.19,BR,1690484956
537,carupano,10.6678,-63.2585,30.58,66,100,6.35,VE,1690484956
538,pahrump,36.2083,-115.9839,39.16,11,0,2.68,US,1690484805
539,remire-montjoly,4.9167,-52.2667,26.02,89,18,1.03,GF,1690484957
540,freetown,8.484,-13.2299,26.11,87,70,3.73,SL,1690484957
541,pacific grove,36.6177,-121.9166,25.45,87,40,4.63,US,1690484957
542,ola,59.5833,151.2833,11.75,82,3,2.08,RU,1690484957
543,lempaala,61.3167,23.75,17.27,74,0,1.54,FI,1690484957
544,kirsanov,52.6549,42.7224,22.85,63,0,3.85,RU,1690484865
545,portland,45.5234,-122.6762,26.96,50,20,3.6,US,1690484957
546,celestun,20.8667,-90.4,30.65,65,100,7.6,MX,1690484958
547,bestobe,52.4994,73.0975,20.59,63,38,3.34,KZ,1690484958
548,huetamo de nunez,18.5833,-100.8833,29.82,59,99,0.77,MX,1690484958
549,oranjemund,-28.55,16.4333,12.48,83,0,1.43,NA,1690484958
550,gobindpur,22.6333,86.0667,26.63,91,63,0.94,IN,1690484958
551,charlottetown,46.2352,-63.1267,26.98,54,100,5.81,CA,1690484959
552,mildura,-34.2,142.15,12.82,85,100,3.84,AU,1690484959
553,hilo,19.7297,-155.09,27.92,80,100,1.54,US,1690484862
554,qarchi gak,37.04,66.7889,34.12,17,0,4.08,AF,1690484960
555,tisul',55.7611,88.3122,16.79,74,100,1.19,RU,1690484960
556,ilanskiy,56.2358,96.065,14.83,83,5,1.05,RU,1690484962
557,jardim de piranhas,-6.3786,-37.3519,34.88,27,3,5.59,BR,1690484962
558,ciudad bolivar,8.1222,-63.5497,34.03,46,74,1.54,VE,1690484962
559,bagha purana,30.6833,75.1,28.94,76,13,2.38,IN,1690484962
560,jeju city,33.5097,126.5219,26.06,88,100,2.72,KR,1690484963
561,lavrio,37.7145,24.0565,30.88,60,0,5.55,GR,1690484963
562,awjilah,29.1081,21.2869,32.07,38,0,8.75,LY,1690484963
563,harrison,30.4091,-89.0436,35.01,54,0,5.14,US,1690484963
564,gaillimh,53.2719,-9.0489,15.29,84,100,4.83,IE,1690484963
565,rechka-vydrino,51.485,104.8461,14.74,81,3,2.49,RU,1690484964
566,karacabey,40.2152,28.4038,18.17,79,0,1.5,TR,1690484964
567,vorkuta,67.5,64.0,15.07,92,100,1.98,RU,1690484964
568,solleftea,63.1667,17.2667,17.92,85,100,1.81,SE,1690484964
569,khost,33.3395,69.9204,27.52,64,47,1.76,AF,1690484964
570,omaruru,-21.4333,15.9333,17.02,29,4,1.21,NA,1690484964
571,tofol,5.3248,163.0078,27.86,77,98,3.69,FM,1690484965
572,vila velha,-20.3297,-40.2925,24.97,72,20,6.69,BR,1690484886
573,salinas,36.6777,-121.6555,28.88,67,0,5.14,US,1690484712
574,shira,54.4911,89.9531,17.93,65,100,1.67,RU,1690484965
575,bathsheba,13.2167,-59.5167,30.34,84,75,8.23,BB,1690484965
576,sinnar,13.5691,33.5672,28.07,55,33,4.64,SD,1690484966
577,argo,37.6333,22.7333,28.77,70,0,1.94,GR,1690484966
578,san luis de la loma,17.2706,-100.8939,33.24,53,86,4.64,MX,1690484966
